Epoch,Loss,ACU_loss
0,0.36553744226694107,16.083647459745407
1,0.1937108984725042,8.523279532790184
2,0.16774374144998463,7.380724623799324
3,0.1466183184900067,6.451206013560295
4,0.13203987360677935,5.809754438698292
5,0.13369991071522236,5.882796071469784
6,0.13366525450890715,5.881271198391914
7,0.11532050879164175,5.074102386832237
8,0.11470587754791434,5.047058612108231
9,0.11067621850154617,4.869753614068031
10,0.11180256679654121,4.919312939047813
11,0.1112022560767152,4.892899267375469
12,0.11117004941810261,4.891482174396515
13,0.10572778145697984,4.652022384107113
14,0.10118130086497827,4.451977238059044
15,0.0972085041417317,4.277174182236195
16,0.09582103924317793,4.216125726699829
17,0.09915921075100248,4.363005273044109
18,0.10220777649771083,4.497142165899277
19,0.10667713443663987,4.693793915212154
20,0.10205136188729243,4.490259923040867
21,0.09688510322435336,4.262944541871548
22,0.09565252742984078,4.208711206912994
23,0.09398643299937248,4.135403051972389
24,0.09325006485662678,4.103002853691578
25,0.09339867532253265,4.109541714191437
26,0.09603837335651572,4.225688427686691
27,0.09896873919801279,4.354624524712563
28,0.09263093803416599,4.0757612735033035
29,0.09369579567150636,4.12261500954628
30,0.09092671982944012,4.000775672495365
31,0.09453076716851104,4.159353755414486
32,0.09322416646914049,4.101863324642181
33,0.09225714071230455,4.0593141913414
34,0.0912654408338395,4.015679396688938
35,0.08861046369102868,3.898860402405262
36,0.0881602896208113,3.8790527433156967
37,0.09004585444927216,3.962017595767975
38,0.08684220325879076,3.821056943386793
39,0.08952752839435231,3.9392112493515015
40,0.08954997987232426,3.940199114382267
41,0.09586830911311237,4.218205600976944
42,0.09971572391011498,4.387491852045059
43,0.09273303113877773,4.08025337010622
44,0.08953118053349582,3.939371943473816
45,0.08641789057715372,3.802387185394764
46,0.0891374818642031,3.9220492020249367
47,0.09759139269590378,4.294021278619766
48,0.09098127365789631,4.003176040947437
49,0.08940416642210701,3.933783322572708
50,0.08655534413727847,3.8084351420402527
51,0.0900341324846853,3.961501829326153
52,0.09259845688939095,4.074332103133202
53,0.09450426054271785,4.158187463879585
54,0.09424549493600022,4.1468017771840096
55,0.0872189649804072,3.8376344591379166
56,0.08748771301047369,3.849459372460842
57,0.09393102320080454,4.1329650208354
58,0.09007828276265752,3.9634444415569305
59,0.09528631395237012,4.192597813904285
