Total Topk Error Scores,Predicted Values,Ground Values
17.839894873472538,1.0,0.0
14.678919340737824,1.0,0.0
15.670184386144566,1.0,0.0
13.081706250992339,1.0,0.0
9.9803785313977,1.0,0.0
8.3061054154829,1.0,0.0
4.116247102925484,1.0,0.0
1.5237826071982543,1.0,0.0
1.7281145765427872,1.0,0.0
1.9406352028727076,1.0,0.0
1.0028906141867675,1.0,0.0
0.96300856966215,1.0,0.0
1.2873386650878549,1.0,0.0
1.557327301479043,1.0,0.0
1.6971156794120557,1.0,0.0
1.8706042415795894,1.0,0.0
2.006742819278075,1.0,0.0
2.1099570612585827,1.0,0.0
2.186396031553959,1.0,0.0
2.241139032997785,1.0,0.0
2.2834964852481643,1.0,0.0
2.315342005300296,1.0,0.0
2.33411846509938,1.0,0.0
2.3365916749415705,1.0,0.0
2.3215925210903245,1.0,0.0
2.2970468232793118,1.0,0.0
2.4238301908608113,1.0,0.0
2.9033276238037704,1.0,0.0
3.3756566131716736,1.0,0.0
3.832531749690138,1.0,0.0
4.167577210947509,1.0,0.0
4.462451858492991,1.0,0.0
4.661940383930986,1.0,0.0
4.708356697091764,1.0,0.0
4.768651747529537,1.0,0.0
4.8341542597571925,1.0,0.0
4.8250788886047,1.0,0.0
4.883612506348816,1.0,0.0
4.858965339870509,1.0,0.0
4.724606493654243,1.0,0.0
4.657211317496681,1.0,0.0
4.574079921272147,1.0,0.0
4.531940194164846,1.0,0.0
3.765065472988275,1.0,0.0
2.771807073077641,1.0,0.0
1.6585837497611224,1.0,0.0
0.8364135882392781,0.0,0.0
1.0254633408592322,1.0,0.0
1.0351228719801928,1.0,0.0
1.0127602358977872,1.0,1.0
0.8263546571952685,0.0,1.0
1.021368524269038,1.0,1.0
2.8496888596594863,1.0,1.0
4.667407055593462,1.0,1.0
4.883034276924,1.0,1.0
5.031154087681309,1.0,1.0
2.459035713921916,1.0,1.0
0.9109828069454438,0.0,1.0
0.7329319166129317,0.0,1.0
0.6589291581666403,0.0,1.0
0.6490615734437994,0.0,1.0
0.7881201446872499,0.0,1.0
1.1037776162024233,1.0,1.0
1.4059392029449633,1.0,1.0
1.6590566012215462,1.0,1.0
1.8595280681563127,1.0,1.0
2.011498209951052,1.0,1.0
2.1163652208759745,1.0,1.0
2.1798572650499155,1.0,1.0
2.2160821119102616,1.0,1.0
2.359454449998606,1.0,1.0
2.569275355373284,1.0,1.0
2.6826057045067273,1.0,1.0
2.7169699075129623,1.0,1.0
3.4737328857054823,1.0,1.0
3.217950892380177,1.0,1.0
4.0232012426392805,1.0,1.0
4.397589109190103,1.0,1.0
3.7231945403907676,1.0,1.0
4.17262827425576,1.0,1.0
3.4976030761878407,1.0,1.0
3.2311144880403386,1.0,1.0
3.219770240972471,1.0,1.0
3.141429650912071,1.0,1.0
3.1699128204783844,1.0,1.0
3.2380558111866105,1.0,1.0
3.3188848445780748,1.0,1.0
3.395696347014237,1.0,1.0
3.4966012324161353,1.0,1.0
3.545763425503346,1.0,1.0
3.6121015205653833,1.0,1.0
3.5876604339793867,1.0,1.0
3.5312717015848385,1.0,1.0
3.5514504373701046,1.0,1.0
3.6379152678992,1.0,1.0
3.839880670525404,1.0,1.0
3.9847283046249116,1.0,1.0
4.12151496183907,1.0,1.0
4.151454433728015,1.0,1.0
3.2272836244086096,1.0,1.0
3.3869892467720417,1.0,1.0
2.633982633757552,1.0,1.0
2.100481207896839,1.0,1.0
2.173635177249933,1.0,1.0
2.712746887677154,1.0,1.0
2.9487861479012825,1.0,1.0
2.3323838771622625,1.0,1.0
2.3163181172645597,1.0,1.0
2.3177385556782255,1.0,1.0
2.3204138470510802,1.0,1.0
2.3279510328923596,1.0,1.0
2.3361590080147767,1.0,1.0
2.341343954722398,1.0,1.0
2.34079835988141,1.0,1.0
2.3399579384568225,1.0,1.0
2.33905084783138,1.0,1.0
3.461082326738339,1.0,1.0
3.3314041569640707,1.0,1.0
2.333680714519563,1.0,1.0
2.330286807060253,1.0,1.0
2.3282402446950066,1.0,1.0
2.3272375763343476,1.0,1.0
2.3962792748158717,1.0,1.0
2.4091073780972487,1.0,1.0
2.9418427041248614,1.0,1.0
5.791888320146281,1.0,1.0
6.0689395459083375,1.0,1.0
6.23969834673855,1.0,1.0
3.9795507955155545,1.0,1.0
2.695001485395373,1.0,1.0
2.541348292835162,1.0,1.0
2.5165579821556543,1.0,1.0
2.6197502055616164,1.0,1.0
2.6833435807062616,1.0,1.0
2.6909231152048836,1.0,1.0
2.698765686109623,1.0,1.0
2.7069026929561626,1.0,1.0
2.7153459468452614,1.0,1.0
2.723904525831218,1.0,1.0
2.792156225640144,1.0,1.0
2.962694794477669,1.0,1.0
3.7401823436431028,1.0,1.0
2.753407088455279,1.0,1.0
2.70569709008152,1.0,1.0
2.7146457836314037,1.0,1.0
2.7220569446494105,1.0,1.0
2.246001009983187,1.0,1.0
1.7800881934535182,1.0,1.0
2.4898542417492595,1.0,1.0
2.9489513043975077,1.0,1.0
2.23132689978226,1.0,0.0
3.365406049112093,1.0,0.0
3.8150361272204103,1.0,0.0
3.559385031955477,1.0,0.0
4.068991140230629,1.0,0.0
3.691174675330656,1.0,0.0
3.3464232067510293,1.0,0.0
3.330595683600265,1.0,0.0
3.0706205969246776,1.0,0.0
3.0384638045488996,1.0,0.0
2.8238007862148247,1.0,0.0
3.899747405133019,1.0,0.0
3.7863659305113595,1.0,0.0
4.316508599703173,1.0,0.0
3.7694466347224176,1.0,0.0
3.485683585259804,1.0,0.0
3.874785926966455,1.0,0.0
3.593846056859324,1.0,0.0
4.640830774479529,1.0,0.0
3.668542108125511,1.0,0.0
2.855262968940948,1.0,0.0
2.1924294930641173,1.0,0.0
2.2587503498738832,1.0,0.0
2.259585434727386,1.0,0.0
2.2981351296953942,1.0,0.0
2.287240380720157,1.0,0.0
2.2723788142940444,1.0,0.0
2.284309409161649,1.0,0.0
2.2882264131093617,1.0,0.0
2.2888744199870166,1.0,0.0
2.3064288339249823,1.0,0.0
2.330813916527936,1.0,0.0
2.361842754384157,1.0,0.0
2.383161976216542,1.0,0.0
2.3987998556744516,1.0,0.0
2.40599704423793,1.0,0.0
2.404657529670373,1.0,0.0
2.4238394948857107,1.0,0.0
2.4419458466751545,1.0,0.0
2.4628185510317815,1.0,0.0
2.5085077305110772,1.0,0.0
2.5436958176998368,1.0,0.0
2.8979392222359475,1.0,0.0
3.065484815465152,1.0,0.0
3.256190079338913,1.0,0.0
2.6643807950205454,1.0,0.0
2.6881934198066264,1.0,0.0
2.708347357478732,1.0,0.0
2.747458373660563,1.0,0.0
2.793570919400046,1.0,0.0
2.841059987578254,1.0,0.0
2.9032969101101793,1.0,0.0
3.194535311887604,1.0,0.0
2.535927146207141,1.0,0.0
2.0072789668724753,1.0,0.0
2.023817564369021,1.0,0.0
2.011278077150966,1.0,0.0
2.006124613869974,1.0,0.0
2.0295762951555423,1.0,0.0
2.0333532617721954,1.0,0.0
2.04552812775471,1.0,0.0
2.0510701832615603,1.0,0.0
1.5740082997828404,1.0,0.0
2.558102290920607,1.0,0.0
1.4019925830168496,1.0,0.0
1.373311964098502,1.0,0.0
2.372855534457693,1.0,0.0
2.0685104695924537,1.0,0.0
3.9119479877243055,1.0,0.0
3.9922971193411705,1.0,0.0
3.741513235627723,1.0,0.0
3.5141856239657447,1.0,0.0
3.130217796802489,1.0,0.0
2.8147877830110812,1.0,0.0
2.788011814448496,1.0,0.0
2.6488444001023925,1.0,0.0
2.4910354993086314,1.0,0.0
2.58998034060561,1.0,0.0
2.5979008299514823,1.0,0.0
2.672571769753294,1.0,0.0
3.3061683515074543,1.0,0.0
3.769252002875168,1.0,0.0
4.229737423620444,1.0,0.0
4.593413490503411,1.0,0.0
4.8949618817722245,1.0,0.0
5.208562137879484,1.0,0.0
5.404937996401415,1.0,0.0
5.496889629075781,1.0,0.0
5.546914651315753,1.0,0.0
5.502481386932869,1.0,0.0
5.280897934629903,1.0,0.0
4.515349001613711,1.0,0.0
5.235796329073216,1.0,0.0
5.116716689201292,1.0,0.0
4.253142810930961,1.0,0.0
3.964980869386547,1.0,0.0
1.8864555498189333,1.0,0.0
1.687414366044107,1.0,0.0
2.1967477628449252,1.0,0.0
2.361908915517568,1.0,0.0
2.538266915413643,1.0,0.0
1.6321319181919345,1.0,0.0
1.4945104000882214,1.0,0.0
1.499554866394706,1.0,0.0
1.50032174740875,1.0,0.0
1.5038133889353862,1.0,0.0
1.506511578711707,1.0,0.0
1.5092658169517883,1.0,0.0
1.5125612574848537,1.0,0.0
1.515387940455706,1.0,0.0
1.5189244730373654,1.0,0.0
1.5243108454295928,1.0,0.0
1.786242788655659,1.0,0.0
1.9153601941756102,1.0,0.0
1.9985978278820948,1.0,0.0
1.545025311955222,1.0,0.0
1.5483165383967021,1.0,0.0
1.5515084984078693,1.0,0.0
1.5546489795781606,1.0,0.0
1.5576979532659203,1.0,0.0
1.5614928211642227,1.0,0.0
1.565492130016813,1.0,0.0
1.569993574546602,1.0,0.0
1.5751802115458646,1.0,0.0
1.5798650788560313,1.0,0.0
1.5844153043715372,1.0,0.0
1.5882747534847996,1.0,0.0
1.5908020791010742,1.0,0.0
1.5937341457319598,1.0,0.0
1.5966915282827645,1.0,0.0
1.5988744800078023,1.0,0.0
1.6021986872057568,1.0,0.0
1.6059907840512802,1.0,0.0
1.610578905020642,1.0,0.0
1.6803292168467072,1.0,0.0
2.012669519715482,1.0,0.0
2.0286068083031537,1.0,0.0
1.7179352114410702,1.0,0.0
1.6775721070604748,1.0,0.0
1.696862053778334,1.0,0.0
1.7148700801101224,1.0,0.0
2.2640630569606603,1.0,0.0
2.3980659658255323,1.0,0.0
2.768466195828262,1.0,0.0
2.180752325874912,1.0,0.0
2.227055316074746,1.0,0.0
3.0144193329861446,1.0,0.0
3.155019910974863,1.0,0.0
3.3275797521279715,1.0,0.0
3.7654242725904377,1.0,0.0
3.79181117152445,1.0,0.0
4.4372899592972805,1.0,0.0
4.986767480784882,1.0,0.0
5.320655700138215,1.0,0.0
5.753382711224493,1.0,0.0
5.852115699952594,1.0,0.0
5.37295801540896,1.0,0.0
5.017902134289072,1.0,0.0
4.724430510237861,1.0,0.0
4.617998636741249,1.0,1.0
3.3935595737851014,1.0,1.0
2.17908611788221,1.0,1.0
2.179402366625568,1.0,1.0
2.179323076813474,1.0,1.0
2.1792252228157087,1.0,1.0
3.2382351536361726,1.0,1.0
3.028166934123664,1.0,1.0
2.1787322855150015,1.0,1.0
3.0762935504856337,1.0,1.0
2.764935145778971,1.0,1.0
2.8434496180360855,1.0,1.0
2.144820501186309,1.0,1.0
1.9892247027074208,1.0,1.0
1.9921751183469303,1.0,1.0
1.9933597359606057,1.0,1.0
1.9939303191060116,1.0,1.0
1.9938859066945165,1.0,1.0
1.993573198804011,1.0,1.0
1.9931742458547368,1.0,1.0
1.992745650908724,1.0,1.0
1.9922786630010656,1.0,1.0
2.679957003413108,1.0,1.0
2.228454963132232,1.0,1.0
3.033174755160366,1.0,1.0
3.594808971854565,1.0,1.0
3.8289019476230166,1.0,1.0
3.996714247903995,1.0,1.0
4.096838847121051,1.0,1.0
4.103861322271744,1.0,1.0
4.111297531287576,1.0,1.0
4.118835045810297,1.0,1.0
4.126181660938537,1.0,1.0
4.134210498804216,1.0,1.0
4.142347982852446,1.0,1.0
4.150100572898045,1.0,1.0
4.158421678405907,1.0,1.0
4.166656452548695,1.0,1.0
4.1742051558505615,1.0,1.0
4.182228179733805,1.0,1.0
4.190725085012701,1.0,1.0
4.175102976951025,1.0,1.0
4.118818314925592,1.0,1.0
4.002864792998305,1.0,1.0
3.7923555050006965,1.0,1.0
3.5470849388651486,1.0,1.0
3.2886520602508096,1.0,1.0
3.0418905422384124,1.0,1.0
2.844708114970666,1.0,1.0
2.6660808662485653,1.0,1.0
2.503624812310543,1.0,1.0
2.3618056772475438,1.0,1.0
2.250350379154739,1.0,1.0
2.1682542284056145,1.0,1.0
2.116151911111442,1.0,1.0
2.0872402731063997,1.0,1.0
2.0682738075875022,1.0,1.0
2.052661968106312,1.0,1.0
2.037050965169358,1.0,1.0
2.732056516794267,1.0,1.0
2.6887805358988266,1.0,1.0
2.5427161898052897,1.0,1.0
2.3495077450134123,1.0,1.0
1.6052558080759196,1.0,1.0
1.6064843828485809,1.0,1.0
1.6077667027091849,1.0,1.0
1.6085235347146427,1.0,1.0
1.6083537002367438,1.0,1.0
1.6080396265887096,1.0,1.0
1.6592846620792674,1.0,1.0
1.7341951726338007,1.0,1.0
1.8296437571464588,1.0,1.0
1.9180018405128965,1.0,1.0
1.9584865376461489,1.0,1.0
1.9824650507352017,1.0,1.0
1.9671105176887287,1.0,1.0
2.3111786977442934,1.0,1.0
2.3932715939682465,1.0,1.0
2.5001722708536667,1.0,1.0
2.6200637656198804,1.0,1.0
2.712471786574043,1.0,1.0
2.7150462002611055,1.0,1.0
2.722252393700072,1.0,1.0
2.72940423285962,1.0,1.0
2.7363814012194743,1.0,1.0
2.716862556026653,1.0,1.0
2.7262517426930932,1.0,1.0
2.7350300894089186,1.0,1.0
2.745700446778944,1.0,1.0
2.781807068862433,1.0,1.0
2.625454257201598,1.0,1.0
2.5654553298847,1.0,1.0
2.5708351847112856,1.0,1.0
2.558905160386234,1.0,1.0
2.783022045165935,1.0,1.0
2.769815145083029,1.0,1.0
2.785706154088558,1.0,1.0
2.560863655639553,1.0,1.0
2.50093006759605,1.0,1.0
2.702472514474481,1.0,1.0
1.975989350819034,1.0,1.0
1.580562886661653,1.0,1.0
1.5402810064781058,1.0,1.0
1.5004488146068509,1.0,1.0
1.460588902916121,1.0,1.0
1.420911572773559,1.0,1.0
1.4214259069422195,1.0,1.0
1.4725197207425569,1.0,1.0
2.198356120168394,1.0,1.0
1.7402434347591222,1.0,1.0
1.2214288300225924,1.0,1.0
0.8772660603723094,0.0,1.0
1.3930808894904196,1.0,1.0
1.7994696192560162,1.0,1.0
1.842989590220955,1.0,1.0
1.6980194213530604,1.0,1.0
1.5005584890735353,1.0,1.0
1.133189461763966,1.0,1.0
1.0948746639873077,1.0,1.0
1.2043546876853846,1.0,1.0
1.5099849756387096,1.0,1.0
1.4402041819831635,1.0,1.0
1.1617321714411484,1.0,1.0
1.1477917175032288,1.0,1.0
1.1190937584669256,1.0,1.0
1.0778078515082148,1.0,1.0
1.0639730496834368,1.0,1.0
1.7720536505453728,1.0,1.0
1.378170590004639,1.0,1.0
1.1250726291319004,1.0,1.0
1.2988567232828663,1.0,1.0
1.4454343865121486,1.0,1.0
1.5007217957264476,1.0,1.0
1.4275614368541965,1.0,1.0
1.4814837911727403,1.0,1.0
1.522455639772578,1.0,1.0
1.5135245640567736,1.0,1.0
1.554027703165896,1.0,1.0
1.5774237140525615,1.0,1.0
1.7845114559958888,1.0,1.0
2.002783648836034,1.0,1.0
2.2207148312910525,1.0,1.0
2.418715334571648,1.0,1.0
2.39680256249848,1.0,1.0
2.3065839588981576,1.0,1.0
2.1760456716254843,1.0,1.0
2.1695826008216836,1.0,1.0
2.198166933368547,1.0,1.0
2.182196193161424,1.0,1.0
2.211113124155233,1.0,1.0
2.231587389421662,1.0,1.0
2.25224632506153,1.0,1.0
2.3821913745591567,1.0,1.0
2.4992998935626565,1.0,1.0
2.6424485478723474,1.0,1.0
2.712082659306447,1.0,1.0
2.64205880926501,1.0,1.0
2.7221133943580194,1.0,1.0
2.74614059208411,1.0,1.0
2.53697190879619,1.0,1.0
2.2944520916710984,1.0,1.0
2.066716190521662,1.0,1.0
1.8361266385253026,1.0,1.0
2.381448110039114,1.0,1.0
2.201960788017699,1.0,1.0
1.7437506656222734,1.0,1.0
1.9939867985463724,1.0,1.0
2.683416333604556,1.0,1.0
2.686921328539962,1.0,1.0
2.5844679808992432,1.0,1.0
2.740928123633964,1.0,1.0
2.453923685804675,1.0,1.0
2.3782353662228894,1.0,1.0
2.335937492808505,1.0,1.0
2.302124110566218,1.0,1.0
2.472541753190138,1.0,1.0
2.4705667165917733,1.0,1.0
2.476332768295303,1.0,1.0
2.5011541302716496,1.0,1.0
2.5475773861203352,1.0,1.0
2.5525346821307817,1.0,1.0
2.559017235253889,1.0,1.0
3.1450423969594716,1.0,1.0
3.2508612633293867,1.0,1.0
3.604903352679654,1.0,1.0
1.7654713938278228,1.0,1.0
1.5429897247474564,1.0,1.0
1.3984743919582194,1.0,1.0
1.4373151401101207,1.0,1.0
1.4784031211220183,1.0,1.0
1.9763920059997278,1.0,1.0
1.488280344895467,1.0,1.0
1.244888990329283,1.0,1.0
1.283023557143077,1.0,1.0
1.3235669672376742,1.0,1.0
1.3250019829356872,1.0,1.0
1.3255511191682734,1.0,1.0
1.3223545761273179,1.0,1.0
1.319111229014003,1.0,1.0
3.038743622231502,1.0,1.0
3.9182579345085697,1.0,1.0
3.803759350837998,1.0,1.0
3.7823851708011373,1.0,1.0
1.6011930300594535,1.0,1.0
2.1543390907502613,1.0,1.0
2.234772396727847,1.0,1.0
2.309005135985486,1.0,1.0
2.413074485977383,1.0,1.0
2.292238103150358,1.0,1.0
2.317310690432062,1.0,1.0
2.4796153546896136,1.0,1.0
2.4043343149447276,1.0,1.0
2.5152523766932484,1.0,1.0
2.377235877213477,1.0,1.0
1.9446968187767624,1.0,1.0
1.6209313455281322,1.0,1.0
1.72017345220751,1.0,1.0
1.9818361576592718,1.0,1.0
3.452282195473881,1.0,1.0
3.246624872861024,1.0,1.0
2.787389990464373,1.0,1.0
2.553096841193129,1.0,1.0
2.273326615519721,1.0,1.0
2.4724990068721535,1.0,1.0
2.350975780967017,1.0,1.0
2.3236990594580758,1.0,1.0
2.2994769730007647,1.0,1.0
2.1459400631942294,1.0,1.0
1.7789392140358657,1.0,1.0
1.1846725448694635,1.0,1.0
1.6353765059602001,1.0,1.0
1.9783722460745474,1.0,1.0
1.4496553413193745,1.0,1.0
1.8753559557614805,1.0,1.0
0.711610134669227,0.0,1.0
0.6811958537600571,0.0,1.0
1.5611864704378193,1.0,1.0
1.4311047597130027,1.0,1.0
1.2661677737341863,1.0,1.0
1.6705279688286012,1.0,1.0
1.727103781332544,1.0,1.0
0.9677790744788209,1.0,1.0
0.9905792479305823,1.0,1.0
0.9745027442962468,1.0,1.0
0.9533041326558671,1.0,1.0
1.0258650320869949,1.0,1.0
1.255092728604172,1.0,1.0
1.341048416049365,1.0,1.0
1.5786431616676948,1.0,1.0
1.4957926121193457,1.0,1.0
1.7200178547394493,1.0,1.0
1.7272247736760065,1.0,1.0
1.9975971357318012,1.0,1.0
2.1697636048056204,1.0,1.0
2.3284305661086595,1.0,1.0
2.0861644812707842,1.0,1.0
2.067408612873136,1.0,1.0
2.4286998685503995,1.0,1.0
2.2159745075098036,1.0,1.0
2.67486127328191,1.0,1.0
2.8790826925600292,1.0,1.0
2.7439456494838814,1.0,1.0
2.858829476941996,1.0,1.0
2.748052161725875,1.0,1.0
2.6981409456251897,1.0,1.0
2.62972643585773,1.0,1.0
2.6143500077826154,1.0,1.0
2.6600782369403784,1.0,1.0
2.6162555707317914,1.0,1.0
2.5323253083320933,1.0,1.0
2.545295957379893,1.0,1.0
2.5608893962940353,1.0,1.0
2.6115416066129264,1.0,1.0
2.7035844411003427,1.0,1.0
3.0519526435500777,1.0,1.0
3.044709370219271,1.0,1.0
1.9301536267475465,1.0,1.0
1.1800847746233758,1.0,1.0
0.839355392332745,0.0,1.0
0.7654285807398993,0.0,1.0
1.2987943010487286,1.0,1.0
1.208662844650178,1.0,1.0
1.1836526276146881,1.0,1.0
1.3338677865308322,1.0,1.0
1.0090442176406427,1.0,1.0
1.7439825122143544,1.0,1.0
2.039046823485444,1.0,1.0
1.8481923874450439,1.0,1.0
2.014476411221067,1.0,1.0
2.619723381468144,1.0,1.0
3.2671365689369276,1.0,1.0
3.3392952707647203,1.0,1.0
3.4906503136010056,1.0,1.0
1.037656659387112,1.0,1.0
0.7880070308977727,0.0,1.0
0.9922161916177774,1.0,1.0
